m_name,bf
IDS_pref:z_age_months,7.023900999569971
IDS_pref:CDI.z_age_months,6.190142650606805
IDS_pref:method,4125.361175906633
IDS_pref,19.566882422558333
method,662.3367114035198
z_age_months,1.378010139270647
gender,5.89474867282139
CDI.z_age_months,1.3761542961845048
