m_name,bf
IDS_pref:CDI.z_age_months,87.75788748152267
IDS_pref:method,7.865613395935983e-4
IDS_pref:language_zone,7.91391774344246e-11
IDS_pref,0.3868071903280168
method,0.6447114136561084
z_age_months,6.746734964507629e-6
gender,6.298541998446054e-4
language_zone,0.01805599941724955
CDI.z_age_months,0.3300619080307593
Intercept,8698932204390755e10
