labid	subid	CDI.form	CDI.agerange	CDI.agedays	vocab_nwords	standardized.score.CDI	CDI.error	Notes	subid_unique	standardized.score.CDI.num	language	language_zone	trial_order	method	age_days	age_mo	age_group	nae	gender	second_session	CDI.agemin	CDI.agemax	IDS_pref	CDI.nwords	CDI.prop	z_age_months	CDI.z_age_months	CDI.grouped.z_age_months	z_standardized_CDI	z_vocab_nwords	percentile
babylabpotsdam	b6899	FRAKIS	24	691	122	NA	FALSE	a bit too young 23 months	babylabpotsdam:b6899	NA	German	Other	2	hpp	361	11.8603696098563	9-12 mo	FALSE	M	FALSE	685	776	-0.258819420188613	NA	NA	2.0597404985526	1.55520326313179	-1.36901515916563	NA	-0.264989842236765	38
babylabpotsdam	b6902	FRAKIS	18	552	11	NA	FALSE	NA	babylabpotsdam:b6902	NA	German	Other	1	singlescreen	290	9.52772073921971	9-12 mo	FALSE	M	FALSE	502	594	0.268746292613141	NA	NA	-0.272908372083952	-3.01153184980455	-0.126723379290115	NA	-1.00081089460644	35
babylabpotsdam	b6902	FRAKIS	24	725	62	NA	FALSE	NA	babylabpotsdam:b6902	NA	German	Other	1	singlescreen	290	9.52772073921971	9-12 mo	FALSE	M	FALSE	685	776	0.268746292613141	NA	NA	-0.272908372083952	2.67224638428169	-0.251972038015733	NA	-0.662730951625781	16
babylabpotsdam	b6907	FRAKIS	24	739	101	NA	FALSE	a bit too old 24.6 months	babylabpotsdam:b6907	NA	German	Other	4	singlescreen	304	9.98767967145791	9-12 mo	FALSE	F	FALSE	685	776	0.241654584519713	NA	NA	0.187050560154241	3.13220531651988	0.20798689422246	NA	-0.404199230522921	21
babylabpotsdam	b6910	FRAKIS	24	702	327	NA	FALSE	a bit too young 23.4 months	babylabpotsdam:b6910	NA	German	Other	4	hpp	316	10.3819301848049	9-12 mo	FALSE	F	FALSE	685	776	0.196436702260476	NA	NA	0.581301073501263	1.91659956703323	-1.00761885526419	NA	1.0939589481757	76
babylabpotsdam	b6911	FRAKIS	18	544	27	NA	FALSE	NA	babylabpotsdam:b6911	NA	German	Other	3	hpp	293	9.62628336755647	9-12 mo	FALSE	F	FALSE	502	594	0.579397623508142	NA	NA	-0.174345743747197	-3.27436552536923	-0.389557054854797	NA	-0.894746598769373	60
babylabpotsdam	b6911	FRAKIS	24	746	235	NA	FALSE	a bit too old 24.9 months	babylabpotsdam:b6911	NA	German	Other	3	hpp	293	9.62628336755647	9-12 mo	FALSE	F	FALSE	685	776	0.579397623508142	NA	NA	-0.174345743747197	3.36218478263898	0.437966360341557	NA	0.484089247112546	48
babylabpotsdam	b6912	FRAKIS	18	567	158	NA	FALSE	a bit too old 18.9 months	babylabpotsdam:b6912	NA	German	Other	1	hpp	277	9.10061601642711	9-12 mo	FALSE	F	FALSE	502	594	0.0827698133621855	NA	NA	-0.70001309487656	-2.51871870812078	0.366089762393663	NA	-0.0263451766033564	86
babylabpotsdam	b6912	FRAKIS	24	713	461	NA	FALSE	NA	babylabpotsdam:b6912	NA	German	Other	1	hpp	277	9.10061601642711	9-12 mo	FALSE	F	FALSE	685	776	0.0827698133621855	NA	NA	-0.70001309487656	2.27799587093467	-0.646222551362756	NA	1.98224742581117	94
babylabpotsdam	b6913	FRAKIS	18	546	16	NA	FALSE	NA	babylabpotsdam:b6913	NA	German	Other	3	singlescreen	316	10.3819301848049	9-12 mo	FALSE	M	FALSE	502	594	0.124215058373753	NA	NA	0.581301073501263	-3.20865710647806	-0.323848635963627	NA	-0.967665802157359	47
babylabpotsdam	b6913	FRAKIS	24	725	92	NA	FALSE	NA	babylabpotsdam:b6913	NA	German	Other	3	singlescreen	316	10.3819301848049	9-12 mo	FALSE	M	FALSE	685	776	0.124215058373753	NA	NA	0.581301073501263	2.67224638428169	-0.251972038015733	NA	-0.463860396931273	22
babylabpotsdam	b6915	FRAKIS	18	589	157	NA	FALSE	a bit too old 19.6 months	babylabpotsdam:b6915	NA	German	Other	1	hpp	307	10.0862422997947	9-12 mo	FALSE	M	FALSE	502	594	0.292523747242149	NA	NA	0.285613188490996	-1.7959261003179	1.08888237019654	NA	-0.0329741950931734	79
babylabpotsdam	b6917	FRAKIS	18	550	51	NA	FALSE	NA	babylabpotsdam:b6917	NA	German	Other	3	singlescreen	309	10.1519507186858	9-12 mo	FALSE	F	FALSE	502	594	-0.0599068605388128	NA	NA	0.351321607382167	-3.07724026869572	-0.192431798181286	NA	-0.735650155013767	72
babylabpotsdam	b6917	FRAKIS	24	714	144	NA	FALSE	NA	babylabpotsdam:b6917	NA	German	Other	3	singlescreen	309	10.1519507186858	9-12 mo	FALSE	F	FALSE	685	776	-0.0599068605388128	NA	NA	0.351321607382167	2.31085008038025	-0.61336834191717	NA	-0.119151435460793	37
babylabpotsdam	b6920	FRAKIS	24	720	500	NA	FALSE	NA	babylabpotsdam:b6920	NA	German	Other	1	hpp	308	10.1190965092403	9-12 mo	FALSE	M	FALSE	685	776	0.187566709937978	NA	NA	0.318467397936581	2.50797533705376	-0.416243085243659	NA	2.24077914691403	96
babylabpotsdam	b6921	FRAKIS	18	539	11	NA	FALSE	NA	babylabpotsdam:b6921	NA	German	Other	1	singlescreen	302	9.92197125256673	9-12 mo	FALSE	F	FALSE	502	594	0.915362731152205	NA	NA	0.12134214126307	-3.43863657259716	-0.553828102082723	NA	-1.00081089460644	39
babylabpotsdam	b6921	FRAKIS	24	727	67	NA	FALSE	NA	babylabpotsdam:b6921	NA	German	Other	1	singlescreen	302	9.92197125256673	9-12 mo	FALSE	F	FALSE	685	776	0.915362731152205	NA	NA	0.12134214126307	2.73795480317286	-0.186263619124562	NA	-0.629585859176696	17
babylabpotsdam	b6926	FRAKIS	18	549	14	NA	FALSE	NA	babylabpotsdam:b6926	NA	German	Other	2	singlescreen	320	10.5133470225873	9-12 mo	FALSE	M	FALSE	502	594	-0.270193422874032	NA	NA	0.712717911283604	-3.11009447814131	-0.225286007626871	NA	-0.980923839136993	44
babylabpotsdam	b6926	FRAKIS	24	686	26	NA	FALSE	a bit too young 22.9 months	babylabpotsdam:b6926	NA	German	Other	2	singlescreen	320	10.5133470225873	9-12 mo	FALSE	M	FALSE	685	776	-0.270193422874032	NA	NA	0.712717911283604	1.39093221590387	-1.53328620639356	NA	-0.90137561725919	10
babylabpotsdam	b6939	FRAKIS	18	553	8	NA	FALSE	NA	babylabpotsdam:b6939	NA	German	Other	4	singlescreen	281	9.23203285420945	9-12 mo	FALSE	F	FALSE	502	594	0.358829184107544	NA	NA	-0.568596257094219	-2.97867764035897	-0.0938691698445303	NA	-1.02069795007589	30
babylabpotsdam	b6939	FRAKIS	24	767	95	NA	FALSE	a bit too old 25.6 months	babylabpotsdam:b6939	NA	German	Other	4	singlescreen	281	9.23203285420945	9-12 mo	FALSE	F	FALSE	685	776	0.358829184107544	NA	NA	-0.568596257094219	4.05212318099627	1.12790475869885	NA	-0.443973341461822	15
babylabpotsdam	b6940	FRAKIS	18	544	79	NA	FALSE	NA	babylabpotsdam:b6940	NA	German	Other	3	singlescreen	283	9.29774127310062	9-12 mo	FALSE	M	FALSE	502	594	0.119155375197744	NA	NA	-0.502887838203049	-3.27436552536923	-0.389557054854797	NA	-0.550037637298893	80
babylabpotsdam	b6940	FRAKIS	24	701	284	NA	FALSE	a bit too young 23.4 months	babylabpotsdam:b6940	NA	German	Other	3	singlescreen	283	9.29774127310062	9-12 mo	FALSE	M	FALSE	685	776	0.119155375197744	NA	NA	-0.502887838203049	1.88374535758764	-1.04047306470978	NA	0.808911153113575	70
babylabpotsdam	b6945	FRAKIS	18	562	207	NA	FALSE	a bit too old 18.7 months	babylabpotsdam:b6945	NA	German	Other	2	hpp	304	9.98767967145791	9-12 mo	FALSE	M	FALSE	502	594	-0.0146116230590893	NA	NA	0.187050560154241	-2.6829897553487	0.201818715165737	NA	0.298476729397673	91
babylabpotsdam	b6945	FRAKIS	24	709	316	NA	FALSE	NA	babylabpotsdam:b6945	NA	German	Other	2	hpp	304	9.98767967145791	9-12 mo	FALSE	M	FALSE	685	776	-0.0146116230590893	NA	NA	0.187050560154241	2.14657903315233	-0.777639389145096	NA	1.02103974478772	74
babylabpotsdam	b6946	FRAKIS	18	533	7	NA	FALSE	NA	babylabpotsdam:b6946	NA	German	Other	2	hpp	320	10.5133470225873	9-12 mo	FALSE	F	FALSE	502	594	-0.026559980260665	NA	NA	0.712717911283604	-3.63576182927067	-0.750953358756234	NA	-1.02732696856571	31
babylabpotsdam	b6960	FRAKIS	18	541	112	NA	FALSE	NA	babylabpotsdam:b6960	NA	German	Other	2	hpp	295	9.69199178644764	9-12 mo	FALSE	F	FALSE	502	594	-0.261712377406291	NA	NA	-0.108637324856026	-3.37292815370599	-0.488119683191553	NA	-0.331280027134935	85
babylabpotsdam	b6960	FRAKIS	24	688	392	NA	FALSE	a bit too young 22.9 months	babylabpotsdam:b6960	NA	German	Other	2	hpp	295	9.69199178644764	9-12 mo	FALSE	F	FALSE	685	776	-0.261712377406291	NA	NA	-0.108637324856026	1.45664063479504	-1.46757778750239	NA	1.5248451500138	89
babylabpotsdam	b6961	FRAKIS	18	546	44	NA	FALSE	NA	babylabpotsdam:b6961	NA	German	Other	4	hpp	286	9.39630390143737	9-12 mo	FALSE	F	FALSE	502	594	0.391683861955512	NA	NA	-0.404325209866293	-3.20865710647806	-0.323848635963627	NA	-0.782053284442485	71
babylabpotsdam	b6961	FRAKIS	24	728	346	NA	FALSE	NA	babylabpotsdam:b6961	NA	German	Other	4	hpp	286	9.39630390143737	9-12 mo	FALSE	F	FALSE	685	776	0.391683861955512	NA	NA	-0.404325209866293	2.77080901261844	-0.153409409678977	NA	1.21991029948222	74
babylabpotsdam	b6967	FRAKIS	18	549	210	NA	FALSE	NA	babylabpotsdam:b6967	NA	German	Other	2	hpp	274	9.00205338809035	9-12 mo	FALSE	F	FALSE	502	594	-0.0295180460620837	NA	NA	-0.798575723213316	-3.11009447814131	-0.225286007626871	NA	0.318363784867123	94
babylabpotsdam	b6967	FRAKIS	24	716	364	NA	FALSE	NA	babylabpotsdam:b6967	NA	German	Other	2	hpp	274	9.00205338809035	9-12 mo	FALSE	F	FALSE	685	776	-0.0295180460620837	NA	NA	-0.798575723213316	2.37655849927142	-0.547659923026	NA	1.33923263229893	80
babylabpotsdam	b6971	FRAKIS	24	726	89	NA	FALSE	NA	babylabpotsdam:b6971	NA	German	Other	2	singlescreen	302	9.92197125256673	9-12 mo	FALSE	M	FALSE	685	776	0.476166847573267	NA	NA	0.12134214126307	2.70510059372727	-0.219117828570148	NA	-0.483747452400724	21
babylabpotsdam	b6987	FRAKIS	24	740	114	NA	FALSE	a bit too old 24.7 months	babylabpotsdam:b6987	NA	German	Other	3	hpp	279	9.16632443531828	9-12 mo	FALSE	F	FALSE	685	776	-0.38034694936615	NA	NA	-0.63430467598539	3.16505952596547	0.240841103668045	NA	-0.318021990155301	23
babylabpotsdam	b7003	FRAKIS	18	538	46	NA	FALSE	NA	babylabpotsdam:b7003	NA	German	Other	2	singlescreen	249	8.18069815195072	6-9 mo	FALSE	F	FALSE	502	594	-0.0738706217792776	NA	NA	-1.61993095935295	-3.47149078204275	-0.586682311528308	NA	-0.768795247462851	72
babylabpotsdam	b7041	FRAKIS	18	533	106	NA	FALSE	NA	babylabpotsdam:b7041	NA	German	Other	3	hpp	311	10.217659137577	9-12 mo	FALSE	M	FALSE	502	594	-0.0328280563279217	NA	NA	0.417030026273337	-3.63576182927067	-0.750953358756234	NA	-0.371054138073836	84
babylabpotsdam	b7045	FRAKIS	18	534	39	NA	FALSE	NA	babylabpotsdam:b7045	NA	German	Other	3	hpp	315	10.3490759753593	9-12 mo	FALSE	F	FALSE	502	594	-0.0521694480102695	NA	NA	0.548446864055678	-3.60290761982509	-0.718099149310649	NA	-0.81519837689157	67
babylabpotsdam	b7045	FRAKIS	24	699	360	NA	FALSE	a bit too young 23.3 months	babylabpotsdam:b7045	NA	German	Other	3	hpp	315	10.3490759753593	9-12 mo	FALSE	F	FALSE	685	776	-0.0521694480102695	NA	NA	0.548446864055678	1.81803693869647	-1.10618148360095	NA	1.31271655833966	82
babylabvuw	s01	webCDI	18	549	45	NA	FALSE	NA	babylabvuw:s01	NA	New Zealand English	Other	1	singlescreen	278	9.13347022587269	9-12 mo	FALSE	M	FALSE	502	594	0.284289833881646	680	0.0661764705882353	-0.667158885430975	-3.11009447814131	-0.225286007626871	NA	-0.775424265952668	34
babylabvuw	s01	webCDI	24	734	221	NA	FALSE	NA	babylabvuw:s01	NA	New Zealand English	Other	1	singlescreen	278	9.13347022587269	9-12 mo	FALSE	M	FALSE	685	776	0.284289833881646	680	0.325	-0.667158885430975	2.96793426929196	0.0437158469945341	NA	0.391282988255109	32
babylabvuw	s02	webCDI	18	531	75	NA	FALSE	after completeing CDI, parent noted 20% exposure to another language at daycare (7 hours per day, 5 days per week). This is likely to be some Maori words included in English sentences, rather than speaking sentences in another language.	babylabvuw:s02	NA	New Zealand English	Other	2	singlescreen	193	6.34086242299795	6-9 mo	FALSE	F	FALSE	502	594	0.313499680102367	680	0.110294117647059	-3.45976668830572	-3.70147024816184	-0.816661777647405	NA	-0.576553711258161	57
babylabvuw	s02	webCDI	24	734	516	NA	FALSE	after completeing CDI, parent noted 20% exposure to another language at daycare (7 hours per day, 5 days per week). This is likely to be some Maori words included in English sentences, rather than speaking sentences in another language.	babylabvuw:s02	NA	New Zealand English	Other	2	singlescreen	193	6.34086242299795	6-9 mo	FALSE	F	FALSE	685	776	0.313499680102367	680	0.758823529411765	-3.45976668830572	2.96793426929196	0.0437158469945341	NA	2.3468434427511	84
babylabvuw	s03	webCDI	18	547	120	NA	FALSE	NA	babylabvuw:s03	NA	New Zealand English	Other	3	singlescreen	107	3.51540041067762	3-6 mo	FALSE	F	FALSE	502	594	0.0197473909252019	680	0.176470588235294	-6.28522870062605	-3.17580289703248	-0.290994426518042	NA	-0.278247879216399	64
babylabvuw	s03	webCDI	24	724	474	NA	FALSE	NA	babylabvuw:s03	NA	New Zealand English	Other	3	singlescreen	107	3.51540041067762	3-6 mo	FALSE	F	FALSE	685	776	0.0197473909252019	680	0.697058823529412	-6.28522870062605	2.6393921748361	-0.284826247461318	NA	2.06842466617879	79
babylabvuw	s06	webCDI	18	539	46	NA	FALSE	NA	babylabvuw:s06	NA	New Zealand English	Other	2	singlescreen	211	6.93223819301848	6-9 mo	FALSE	F	FALSE	502	594	-0.213802566015935	680	0.0676470588235294	-2.86839091828518	-3.43863657259716	-0.553828102082723	NA	-0.768795247462851	38
babylabvuw	s06	webCDI	24	729	253	NA	FALSE	NA	babylabvuw:s06	NA	New Zealand English	Other	2	singlescreen	211	6.93223819301848	6-9 mo	FALSE	F	FALSE	685	776	-0.213802566015935	680	0.372058823529412	-2.86839091828518	2.80366322206403	-0.120555200233392	NA	0.603411579929251	39
babylabvuw	s07	webCDI	18	541	33	NA	FALSE	NA	babylabvuw:s07	NA	New Zealand English	Other	3	singlescreen	235	7.72073921971253	6-9 mo	FALSE	M	FALSE	502	594	-0.0266349337748344	680	0.0485294117647059	-2.07988989159114	-3.37292815370599	-0.488119683191553	NA	-0.854972487830471	28
babylabvuw	s07	webCDI	24	722	190	NA	FALSE	NA	babylabvuw:s07	NA	New Zealand English	Other	3	singlescreen	235	7.72073921971253	6-9 mo	FALSE	M	FALSE	685	776	-0.0266349337748344	680	0.279411764705882	-2.07988989159114	2.57368375594493	-0.350534666352488	NA	0.185783415070785	30
babylabvuw	s08	webCDI	18	546	32	NA	FALSE	NA	babylabvuw:s08	NA	New Zealand English	Other	4	singlescreen	204	6.70225872689938	6-9 mo	FALSE	M	FALSE	502	594	-0.244905673750487	680	0.0470588235294118	-3.09837038440428	-3.20865710647806	-0.323848635963627	NA	-0.861601506320288	27
babylabvuw	s09	webCDI	18	536	127	NA	FALSE	NA	babylabvuw:s09	NA	New Zealand English	Other	1	singlescreen	223	7.3264887063655	6-9 mo	FALSE	M	FALSE	502	594	0.031305809433764	680	0.186764705882353	-2.47414040493816	-3.53719920093392	-0.652390730419479	NA	-0.231844749787681	70
babylabvuw	s09	webCDI	24	728	589	NA	FALSE	NA	babylabvuw:s09	NA	New Zealand English	Other	1	singlescreen	223	7.3264887063655	6-9 mo	FALSE	M	FALSE	685	776	0.031305809433764	680	0.866176470588235	-2.47414040493816	2.77080901261844	-0.153409409678977	NA	2.83076179250773	94
babylabvuw	s11	webCDI	18	531	201	NA	FALSE	NA	babylabvuw:s11	NA	New Zealand English	Other	3	singlescreen	247	8.11498973305955	6-9 mo	FALSE	M	FALSE	502	594	-0.275598335067638	680	0.295588235294118	-1.68563937824412	-3.70147024816184	-0.816661777647405	NA	0.258702618458771	86
babylabvuw	s11	webCDI	24	727	361	NA	FALSE	NA	babylabvuw:s11	NA	New Zealand English	Other	3	singlescreen	247	8.11498973305955	6-9 mo	FALSE	M	FALSE	685	776	-0.275598335067638	680	0.530882352941176	-1.68563937824412	2.73795480317286	-0.186263619124562	NA	1.31934557682948	57
babylabvuw	s12	webCDI	18	547	76	NA	FALSE	NA	babylabvuw:s12	NA	New Zealand English	Other	4	singlescreen	256	8.41067761806982	6-9 mo	FALSE	M	FALSE	502	594	-0.125835121054244	680	0.111764705882353	-1.38995149323385	-3.17580289703248	-0.290994426518042	NA	-0.569924692768344	50
babylabvuw	s12	webCDI	24	730	248	NA	FALSE	NA	babylabvuw:s12	NA	New Zealand English	Other	4	singlescreen	256	8.41067761806982	6-9 mo	FALSE	M	FALSE	685	776	-0.125835121054244	680	0.364705882352941	-1.38995149323385	2.83651743150962	-0.0877009907878068	NA	0.570266487480166	38
babylabvuw	s13	webCDI	18	548	35	NA	FALSE	NA	babylabvuw:s13	NA	New Zealand English	Other	1	singlescreen	196	6.4394250513347	6-9 mo	FALSE	M	FALSE	502	594	0.0228638938114598	680	0.0514705882352941	-3.36120405996896	-3.14294868758689	-0.258140217072456	NA	-0.841714450850837	28
babylabvuw	s13	webCDI	24	731	297	NA	FALSE	NA	babylabvuw:s13	NA	New Zealand English	Other	1	singlescreen	196	6.4394250513347	6-9 mo	FALSE	M	FALSE	685	776	0.0228638938114598	680	0.436764705882353	-3.36120405996896	2.8693716409552	-0.0548467813422216	NA	0.895088393481195	45
babylabvuw	s15	webCDI	18	548	261	NA	FALSE	NA	babylabvuw:s15	NA	New Zealand English	Other	3	singlescreen	187	6.14373716632443	6-9 mo	FALSE	F	FALSE	502	594	0.351529260656659	680	0.383823529411765	-3.65689194497923	-3.14294868758689	-0.258140217072456	NA	0.656443727847786	89
babylabvuw	s15	webCDI	24	726	438	NA	FALSE	NA	babylabvuw:s15	NA	New Zealand English	Other	3	singlescreen	187	6.14373716632443	6-9 mo	FALSE	F	FALSE	685	776	0.351529260656659	680	0.644117647058824	-3.65689194497923	2.70510059372727	-0.219117828570148	NA	1.82978000054538	72
babylabvuw	s16	webCDI	18	543	393	NA	FALSE	NA	babylabvuw:s16	NA	New Zealand English	Other	4	singlescreen	243	7.98357289527721	6-9 mo	FALSE	F	FALSE	502	594	0.242029595516931	680	0.577941176470588	-1.81705621602646	-3.30721973481482	-0.422411264300382	NA	1.53147416850362	97
babylabvuw	s16	webCDI	24	736	559	NA	FALSE	NA	babylabvuw:s16	NA	New Zealand English	Other	4	singlescreen	243	7.98357289527721	6-9 mo	FALSE	F	FALSE	685	776	0.242029595516931	680	0.822058823529412	-1.81705621602646	3.03364268818313	0.109424265885705	NA	2.63189123781323	89
babylingoslo	os002	NorCDI	18	555	23	16	FALSE	Parents comment that she understands much more than she says.	babylingoslo:os002	16	Norwegian	Other	2	eyetracking	270	8.87063655030801	6-9 mo	FALSE	F	FALSE	502	594	0.157985117344018	NA	NA	-0.929992560995657	-2.9129692214678	-0.0281607509533598	-0.927092017019426	-0.92126267272864	18
babylingoslo	os002	NorCDI	24	732	120	9	FALSE	NA	babylingoslo:os002	9	Norwegian	Other	2	eyetracking	270	8.87063655030801	6-9 mo	FALSE	F	FALSE	685	776	0.157985117344018	NA	NA	-0.929992560995657	2.90222585040079	-0.0219925718966363	-1.17031201835662	-0.278247879216399	17
babylingoslo	os003	NorCDI	18	556	65	62	FALSE	NA	babylingoslo:os003	62	Norwegian	Other	3	eyetracking	257	8.4435318275154	6-9 mo	FALSE	M	FALSE	502	594	0.254855518711511	NA	NA	-1.35709728378826	-2.88011501202221	0.00469345849222539	0.671210848910685	-0.64284389615633	51
babylingoslo	os003	NorCDI	24	733	264	50	FALSE	NA	babylingoslo:os003	50	Norwegian	Other	3	eyetracking	257	8.4435318275154	6-9 mo	FALSE	M	FALSE	685	776	0.254855518711511	NA	NA	-1.35709728378826	2.93508005984637	0.0108616375489489	0.254262275189787	0.676330783317237	41
babylingoslo	os007	NorCDI	18	549	127	79	FALSE	NA	babylingoslo:os007	79	Norwegian	Other	3	eyetracking	217	7.12936344969199	6-9 mo	FALSE	M	FALSE	502	594	0.201447986790296	NA	NA	-2.67126566161167	-3.11009447814131	-0.225286007626871	1.26188799501529	-0.231844749787681	74
babylingoslo	os007	NorCDI	24	732	403	74	FALSE	NA	babylingoslo:os007	74	Norwegian	Other	3	eyetracking	217	7.12936344969199	6-9 mo	FALSE	M	FALSE	685	776	0.201447986790296	NA	NA	-2.67126566161167	2.90222585040079	-0.0219925718966363	1.08815942263158	1.59776435340179	66
babylingoslo	os009	NorCDI	18	546	86	54	FALSE	NA	babylingoslo:os009	54	Norwegian	Other	1	eyetracking	260	8.54209445585216	6-9 mo	FALSE	F	FALSE	502	594	0.16545842217484	NA	NA	-1.25853465545151	-3.20865710647806	-0.323848635963627	0.393245133096753	-0.503634507870174	63
babylingoslo	os009	NorCDI	24	730	542	87	FALSE	NA	babylingoslo:os009	87	Norwegian	Other	1	eyetracking	260	8.54209445585216	6-9 mo	FALSE	F	FALSE	685	776	0.16545842217484	NA	NA	-1.25853465545151	2.83651743150962	-0.0877009907878068	1.53985371082922	2.51919792348634	90
babylingoslo	os012	NorCDI	18	550	210	90	FALSE	NA	babylingoslo:os012	90	Norwegian	Other	4	eyetracking	218	7.16221765913758	6-9 mo	FALSE	M	FALSE	502	594	0.951851851851852	NA	NA	-2.63841145216609	-3.07724026869572	-0.192431798181286	1.64409085425945	0.318363784867123	88
babylingoslo	os012	NorCDI	24	728	604	97	FALSE	NA	babylingoslo:os012	97	Norwegian	Other	4	eyetracking	218	7.16221765913758	6-9 mo	FALSE	M	FALSE	685	776	0.951851851851852	NA	NA	-2.63841145216609	2.77080901261844	-0.153409409678977	1.88731085559664	2.93019706985499	96
babylingoslo	os015	NorCDI	18	555	33	27	FALSE	NA	babylingoslo:os015	27	Norwegian	Other	3	eyetracking	248	8.14784394250513	6-9 mo	FALSE	F	FALSE	502	594	-0.16633922724296	NA	NA	-1.65278516879853	-2.9129692214678	-0.0281607509533598	-0.544889157775269	-0.854972487830471	29
babylingoslo	os015	NorCDI	24	735	193	21	FALSE	NA	babylingoslo:os015	21	Norwegian	Other	3	eyetracking	248	8.14784394250513	6-9 mo	FALSE	F	FALSE	685	776	-0.16633922724296	NA	NA	-1.65278516879853	3.00078847873754	0.0765700564401193	-0.753363444635718	0.205670470540236	29
babylingoslo	os017	NorCDI	18	550	8	5	FALSE	Parents used 5 min to fill out the form	babylingoslo:os017	5	Norwegian	Other	1	eyetracking	253	8.31211498973306	6-9 mo	FALSE	F	FALSE	502	594	-0.45578231292517	NA	NA	-1.48851412157061	-3.07724026869572	-0.192431798181286	-1.30929487626358	-1.02069795007589	4
babylingoslo	os017	NorCDI	24	731	139	12	FALSE	NA	babylingoslo:os017	12	Norwegian	Other	1	eyetracking	253	8.31211498973306	6-9 mo	FALSE	F	FALSE	685	776	-0.45578231292517	NA	NA	-1.48851412157061	2.8693716409552	-0.0548467813422216	-1.06607487492639	-0.152296527909878	20
babylingoslo	os018	NorCDI	18	554	13	14	FALSE	NA	babylingoslo:os018	14	Norwegian	Other	2	eyetracking	243	7.98357289527721	6-9 mo	FALSE	M	FALSE	502	594	0.184129225880484	NA	NA	-1.81705621602646	-2.94582343091338	-0.061014960398945	-0.996583445972909	-0.98755285762681	7
babylingoslo	os018	NorCDI	24	731	45	2	FALSE	NA	babylingoslo:os018	2	Norwegian	Other	2	eyetracking	243	7.98357289527721	6-9 mo	FALSE	M	FALSE	685	776	0.184129225880484	NA	NA	-1.81705621602646	2.8693716409552	-0.0548467813422216	-1.41353201969381	-0.775424265952668	4
babylingoslo	os026	NorCDI	18	550	16	18	FALSE	NA	babylingoslo:os026	18	Norwegian	Other	1	eyetracking	268	8.80492813141684	6-9 mo	FALSE	M	TRUE	502	594	0.112582781456954	NA	NA	-0.995700979886827	-3.07724026869572	-0.192431798181286	-0.857600588065943	-0.967665802157359	11
babylingoslo	os026	NorCDI	24	733	158	31	FALSE	NA	babylingoslo:os026	31	Norwegian	Other	1	eyetracking	268	8.80492813141684	6-9 mo	FALSE	M	TRUE	685	776	0.112582781456954	NA	NA	-0.995700979886827	2.93508005984637	0.0108616375489489	-0.405906299868303	-0.0263451766033564	23
babylingoslo	os029	NorCDI	18	551	197	83	FALSE	NA	babylingoslo:os029	83	Norwegian	Other	4	eyetracking	267	8.77207392197125	6-9 mo	FALSE	F	TRUE	502	594	-0.556451612903226	NA	NA	-1.02855518933241	-3.04438605925014	-0.159577588735701	1.40087085292226	0.232186544499503	86
babylingoslo	os029	NorCDI	24	734	507	81	FALSE	NA	babylingoslo:os029	81	Norwegian	Other	4	eyetracking	267	8.77207392197125	6-9 mo	FALSE	F	TRUE	685	776	-0.556451612903226	NA	NA	-1.02855518933241	2.96793426929196	0.0437158469945341	1.33137942396878	2.28718227634275	84
babylingoslo	os031	NorCDI	18	544	47	36	FALSE	NA	babylingoslo:os031	36	Norwegian	Other	3	eyetracking	249	8.18069815195072	6-9 mo	FALSE	F	TRUE	502	594	0.232249038125219	NA	NA	-1.61993095935295	-3.27436552536923	-0.389557054854797	-0.232177727484595	-0.762166228973034	46
babylingoslo	os031	NorCDI	24	729	349	49	FALSE	NA	babylingoslo:os031	49	Norwegian	Other	3	eyetracking	249	8.18069815195072	6-9 mo	FALSE	F	TRUE	685	776	0.232249038125219	NA	NA	-1.61993095935295	2.80366322206403	-0.120555200233392	0.219516560713045	1.23979735495167	57
babylingoslo	os032	NorCDI	18	559	14	15	FALSE	NA	babylingoslo:os032	15	Norwegian	Other	4	eyetracking	245	8.04928131416838	6-9 mo	FALSE	M	TRUE	502	594	-0.250994575045208	NA	NA	-1.75134779713529	-2.78155238368546	0.103256086828981	-0.961837731496168	-0.980923839136993	8
babylingoslo	os032	NorCDI	24	736	148	29	FALSE	NA	babylingoslo:os032	29	Norwegian	Other	4	eyetracking	245	8.04928131416838	6-9 mo	FALSE	M	TRUE	685	776	-0.250994575045208	NA	NA	-1.75134779713529	3.03364268818313	0.109424265885705	-0.475397728821786	-0.0926353615015256	21
babylingoslo	os034	NorCDI	18	552	187	81	FALSE	NA	babylingoslo:os034	81	Norwegian	Other	2	eyetracking	184	6.04517453798768	6-9 mo	FALSE	F	TRUE	502	594	-0.137566137566138	NA	NA	-3.75545457331599	-3.01153184980455	-0.126723379290115	1.33137942396878	0.165896359601334	84
babylingoslo	os034	NorCDI	24	730	474	75	FALSE	NA	babylingoslo:os034	75	Norwegian	Other	2	eyetracking	184	6.04517453798768	6-9 mo	FALSE	F	TRUE	685	776	-0.137566137566138	NA	NA	-3.75545457331599	2.83651743150962	-0.0877009907878068	1.12290513710833	2.06842466617879	80
babylingoslo	os035	NorCDI	18	545	35	28	FALSE	NA	babylingoslo:os035	28	Norwegian	Other	3	eyetracking	184	6.04517453798768	6-9 mo	FALSE	F	TRUE	502	594	-0.383838383838384	NA	NA	-3.75545457331599	-3.24151131592365	-0.356702845409212	-0.510143443298527	-0.841714450850837	36
