dataset,subids
CDI,ba04912
CDI,ba06912
CDI,ba11912
CDI,ba2169
CDI,ba21912
CDI,ba23912
CDI,ba2569
CDI,ba25912
CDI,ba27912
CDI,ba3069
CDI,ba31912
IDS,ba0169
IDS,ba02912
IDS,ba0369
IDS,ba03912
IDS,ba0769
IDS,ba07912
IDS,ba09912
IDS,ba10912
IDS,ba12912
IDS,ba13912
IDS,ba1469
IDS,ba14912
IDS,ba1669
IDS,ba17912
IDS,ba19912
IDS,ba20912
IDS,ba22912
IDS,ba2869
IDS,ba3169
IDS,ba3269
IDS,ba32912
